id,restaurant_id,item_name,price,stock_count,is_available
81,4,Taccos,31.52,40,True
82,4,Whole cake,24.29,32,True
83,5,Beef pie,21.33,19,True
84,5,Briyani rice,22.74,28,True
85,5,Burger,27.12,35,True
86,5,Burritos,18.75,28,True
87,5,Chicken pie,48.76,46,True
88,5,Chicken rice,22.61,40,True
89,5,Chicken wings,26.75,44,True
90,5,CoffeeBoba tea,23.95,24,True
91,5,Cookie,27.64,31,True
92,5,Cup cake,23.07,23,True
93,5,Dumplings,32.51,30,True
94,5,Fried chicken,30.1,50,True
95,5,Pasta,27.2,49,True
96,5,PastrySmoothie,25.67,31,True
97,5,Pizza,42.36,42,True
98,5,Salad,20.56,40,True
99,5,Shawarma,27.32,38,True
100,5,Soup,26.29,29,True
101,5,Sushi,37.84,23,True
102,5,Taccos,31.89,47,True
103,5,Whole cake,19.55,46,True
104,6,Beef pie,20.01,20,True
105,6,Briyani rice,13.82,18,True
106,6,Burger,22.37,22,True
107,6,Burritos,24.77,24,True
108,6,Chicken pie,25.26,25,True
109,6,Chicken rice,25.67,42,True
110,6,Chicken wings,26.93,19,True
111,6,CoffeeBoba tea,25.76,39,True
112,6,Cookie,27.83,39,True
113,6,Cup cake,28.55,44,True
114,6,Dumplings,25.47,48,True
115,6,Fried chicken,30.95,31,True
116,6,Pasta,29.67,50,True
117,6,PastrySmoothie,26.06,15,True
118,6,Pizza,27.13,22,True
119,6,Salad,28.97,49,True
120,6,Shawarma,39.05,32,True
121,6,Soup,29.4,36,True
122,6,Sushi,34.5,22,True
123,6,Taccos,14.84,33,True
124,6,Whole cake,23.56,42,True
125,7,Beef pie,40.73,25,True
126,7,Briyani rice,28.25,44,True
127,7,Burger,23.35,15,True
128,7,Burritos,32.32,31,True
129,7,Chicken pie,31.46,47,True
130,7,Chicken rice,25.8,26,True
131,7,Chicken wings,38.17,47,True
132,7,CoffeeBoba tea,23.73,21,True
133,7,Cookie,9.15,34,True
134,7,Cup cake,23.79,47,True
135,7,Dumplings,25.99,27,True
136,7,Fried chicken,33.12,24,True
137,7,Pasta,18.81,38,True
138,7,PastrySmoothie,18.33,25,True
139,7,Pizza,27.34,49,True
140,7,Salad,30.29,48,True
141,7,Shawarma,41.82,15,True
142,7,Soup,27.81,35,True
143,7,Sushi,22.83,46,True
144,7,Taccos,24.05,16,True
145,7,Whole cake,10.3,22,True
146,8,Beef pie,17.29,38,True
147,8,Briyani rice,34.66,34,True
148,8,Burger,24.59,30,True
149,8,Burritos,25.67,18,True
150,8,Chicken pie,26.32,30,True
151,8,Chicken rice,23.22,20,True
152,8,Chicken wings,22.54,20,True
153,8,CoffeeBoba tea,28.21,46,True
154,8,Cookie,27.1,19,True
155,8,Cup cake,35.75,49,True
156,8,Dumplings,22.29,23,True
157,8,Fried chicken,29.25,23,True
158,8,Pasta,24.72,45,True
159,8,PastrySmoothie,35.48,50,True
160,8,Pizza,30.35,25,True
161,8,Salad,8.62,31,True
162,8,Shawarma,18.06,48,True
163,8,Soup,27.47,42,True
164,8,Sushi,16.04,28,True
165,8,Taccos,34.74,49,True
166,8,Whole cake,17.35,27,True
167,9,Beef pie,27.66,34,True
168,9,Briyani rice,33.6,40,True
169,9,Burger,36.98,38,True
170,9,Burritos,28.57,43,True
171,9,Chicken pie,31.84,48,True
172,9,Chicken rice,36.41,43,True
173,9,Chicken wings,35.96,22,True
174,9,CoffeeBoba tea,29.26,30,True
175,9,Cookie,37.45,29,True
176,9,Cup cake,26.8,19,True
177,9,Dumplings,30.83,36,True
178,9,Fried chicken,31.03,16,True
179,9,Pasta,20.7,50,True
180,9,PastrySmoothie,22.83,29,True
181,9,Pizza,27.7,29,True
182,9,Salad,33.23,15,True
183,9,Shawarma,31.74,19,True
184,9,Soup,33.29,18,True
185,9,Sushi,36.77,29,True
186,9,Taccos,31.38,19,True
187,9,Whole cake,21.65,17,True
188,10,Beef pie,21.34,36,True
189,10,Briyani rice,23.23,19,True
190,10,Burger,18.63,47,True
191,10,Burritos,25.44,30,True
192,10,Chicken pie,34.38,32,True
193,10,Chicken rice,28.49,46,True
194,10,Chicken wings,21.96,28,True
195,10,CoffeeBoba tea,27.26,49,True
196,10,Cookie,29.19,23,True
197,10,Cup cake,32.24,45,True
198,10,Dumplings,19.2,30,True
199,10,Fried chicken,42.89,45,True
200,10,Pasta,25.14,41,True
201,10,PastrySmoothie,32.47,27,True
202,10,Pizza,28.86,21,True
203,10,Salad,21.8,21,True
204,10,Shawarma,46.08,42,True
205,10,Soup,25.84,37,True
206,10,Sushi,22.94,42,True
207,10,Taccos,32.36,41,True
208,10,Whole cake,27.77,44,True
209,11,Beef pie,19.91,18,True
210,11,Briyani rice,22.58,21,True
211,11,Burger,25.01,18,True
212,11,Burritos,27.27,40,True
213,11,Chicken pie,36.63,36,True
214,11,Chicken rice,11.75,21,True
215,11,Chicken wings,24.42,30,True
216,11,CoffeeBoba tea,22.12,27,True
217,11,Cookie,19.31,27,True
218,11,Cup cake,22.66,49,True
219,11,Dumplings,30.05,43,True
220,11,Fried chicken,13.92,23,True
221,11,Pasta,24.52,42,True
222,11,PastrySmoothie,26.56,26,True
223,11,Pizza,37.63,32,True
224,11,Salad,34.87,44,True
225,11,Shawarma,29.54,30,True
226,11,Soup,25.21,19,True
227,11,Sushi,13.59,43,True
228,11,Taccos,24.16,50,True
229,11,Whole cake,25.17,21,True
230,12,Beef pie,23.07,18,True
231,12,Briyani rice,20.5,49,True
232,12,Burger,23.15,15,True
233,12,Burritos,13.25,20,True
234,12,Chicken pie,31.9,30,True
235,12,Chicken rice,26.2,25,True
236,12,Chicken wings,30.22,41,True
237,12,CoffeeBoba tea,32.63,46,True
238,12,Cookie,25.32,45,True
239,12,Cup cake,24.66,28,True
240,12,Dumplings,28.64,40,True
241,12,Fried chicken,42.51,18,True
242,12,Pasta,20.3,25,True
243,12,PastrySmoothie,28.99,39,True
244,12,Pizza,28.76,15,True
245,12,Salad,32.68,39,True
246,12,Shawarma,17.2,31,True
247,12,Soup,23.45,44,True
248,12,Sushi,42.29,33,True
249,12,Taccos,16.15,42,True
250,12,Whole cake,22.91,50,True
251,13,Briyani rice,27.64,46,True
252,13,Burger,29.15,24,True
253,13,Burritos,34.48,27,True
254,13,Chicken pie,22.31,33,True
255,13,Chicken rice,27.95,28,True
256,13,Chicken wings,30.0,18,True
257,13,CoffeeBoba tea,21.9,49,True
258,13,Cookie,30.25,18,True
259,13,Cup cake,25.13,35,True
260,13,Dumplings,22.81,18,True
261,13,Fried chicken,35.81,18,True
262,13,Pasta,27.0,45,True
263,13,PastrySmoothie,26.7,47,True
264,13,Pizza,29.82,48,True
265,13,Salad,28.13,25,True
266,13,Shawarma,28.97,18,True
267,13,Soup,22.21,47,True
268,13,Sushi,25.63,20,True
269,13,Taccos,27.94,26,True
270,13,Whole cake,35.18,19,True
271,14,Beef pie,15.53,19,True
272,14,Briyani rice,27.41,30,True
273,14,Burger,30.44,40,True
274,14,Burritos,31.61,22,True
275,14,Chicken pie,26.13,30,True
276,14,Chicken rice,20.79,17,True
277,14,Chicken wings,23.1,20,True
278,14,CoffeeBoba tea,27.54,41,True
279,14,Cookie,31.41,48,True
280,14,Cup cake,19.28,35,True
281,14,Dumplings,19.2,31,True
282,14,Fried chicken,32.46,28,True
283,14,Pasta,32.59,35,True
284,14,PastrySmoothie,29.1,30,True
285,14,Pizza,20.73,31,True
286,14,Salad,41.0,40,True
287,14,Shawarma,24.03,23,True
288,14,Soup,31.33,34,True
289,14,Sushi,30.83,44,True
290,14,Taccos,32.08,35,True
291,14,Whole cake,14.84,19,True
292,15,Beef pie,22.52,15,True
293,15,Briyani rice,38.22,44,True
294,15,Burger,26.61,21,True
295,15,Burritos,17.28,19,True
296,15,Chicken pie,26.83,49,True
297,15,Chicken rice,26.06,28,True
298,15,Chicken wings,20.79,47,True
299,15,CoffeeBoba tea,28.02,31,True
300,15,Cookie,29.29,23,True
301,15,Cup cake,20.88,37,True
302,15,Dumplings,27.29,19,True
303,15,Fried chicken,33.62,30,True
304,15,Pasta,28.93,38,True
305,15,PastrySmoothie,23.93,33,True
306,15,Pizza,41.31,25,True
307,15,Salad,26.42,43,True
308,15,Shawarma,24.37,49,True
309,15,Soup,16.33,34,True
310,15,Sushi,21.9,48,True
311,15,Taccos,30.0,15,True
312,15,Whole cake,43.78,50,True
313,16,Beef pie,28.28,34,True
314,16,Briyani rice,10.82,21,True
315,16,Burger,29.34,23,True
316,16,Burritos,12.46,31,True
317,16,Chicken pie,34.47,22,True
318,16,Chicken rice,28.78,21,True
319,16,Chicken wings,25.71,50,True
320,16,CoffeeBoba tea,22.25,24,True
321,16,Cookie,25.75,32,True
322,16,Cup cake,29.1,33,True
323,16,Dumplings,22.81,28,True
324,16,Fried chicken,22.32,36,True
325,16,Pasta,23.63,28,True
326,16,PastrySmoothie,27.53,31,True
327,16,Pizza,39.13,47,True
328,16,Salad,31.11,46,True
329,16,Shawarma,26.3,31,True
330,16,Soup,20.71,18,True
331,16,Sushi,34.96,20,True
332,16,Taccos,30.49,42,True
333,16,Whole cake,12.03,32,True
334,17,Beef pie,36.77,17,True
335,17,Briyani rice,29.21,15,True
336,17,Burger,40.44,36,True
337,17,Burritos,22.4,23,True
338,17,Chicken pie,16.26,31,True
339,17,Chicken rice,26.32,25,True
340,17,CoffeeBoba tea,34.09,43,True
341,17,Cookie,19.05,50,True
342,17,Cup cake,21.58,42,True
343,17,Dumplings,34.17,50,True
344,17,Fried chicken,25.63,15,True
345,17,Pasta,25.83,22,True
346,17,PastrySmoothie,24.86,19,True
347,17,Pizza,22.06,24,True
348,17,Salad,34.35,49,True
349,17,Shawarma,36.8,17,True
350,17,Soup,28.39,38,True
351,17,Sushi,29.07,50,True
352,17,Taccos,13.36,24,True
353,17,Whole cake,30.16,42,True
354,18,Beef pie,20.02,23,True
355,18,Briyani rice,12.34,17,True
356,18,Burger,28.37,34,True
357,18,Burritos,16.63,38,True
358,18,Chicken pie,29.19,17,True
359,18,Chicken rice,23.96,37,True
360,18,Chicken wings,34.53,28,True
361,18,CoffeeBoba tea,37.35,30,True
362,18,Cup cake,30.45,21,True
363,18,Dumplings,24.84,37,True
364,18,Fried chicken,21.09,50,True
365,18,Pasta,29.27,41,True
366,18,PastrySmoothie,27.17,24,True
367,18,Pizza,32.54,30,True
368,18,Salad,23.79,25,True
369,18,Shawarma,42.23,26,True
370,18,Soup,33.8,41,True
371,18,Sushi,19.75,16,True
372,18,Taccos,34.46,26,True
373,18,Whole cake,27.52,36,True
374,19,Beef pie,23.3,41,True
375,19,Briyani rice,28.9,30,True
376,19,Burger,27.84,32,True
377,19,Burritos,23.25,25,True
378,19,Chicken pie,19.26,21,True
379,19,Chicken rice,33.34,39,True
380,19,Chicken wings,24.93,17,True
381,19,CoffeeBoba tea,26.47,45,True
382,19,Cookie,32.93,29,True
383,19,Cup cake,30.42,27,True
384,19,Dumplings,28.98,44,True
385,19,Fried chicken,13.69,37,True
386,19,Pasta,31.2,34,True
387,19,PastrySmoothie,15.23,29,True
388,19,Pizza,34.88,29,True
389,19,Salad,19.8,16,True
390,19,Shawarma,30.31,27,True
391,19,Soup,28.48,40,True
392,19,Taccos,12.84,36,True
393,19,Whole cake,18.34,32,True
394,20,Beef pie,25.59,19,True
395,20,Briyani rice,24.07,32,True
396,20,Burger,19.09,37,True
397,20,Burritos,22.15,47,True
398,20,Chicken pie,34.41,40,True
399,20,Chicken rice,26.82,49,True
400,20,Chicken wings,25.11,36,True
401,20,CoffeeBoba tea,33.81,16,True
402,20,Cookie,30.67,22,True
403,20,Cup cake,27.07,31,True
404,20,Dumplings,25.76,26,True
405,20,Fried chicken,35.29,31,True
406,20,Pasta,27.88,17,True
407,20,PastrySmoothie,33.56,21,True
408,20,Pizza,26.34,42,True
409,20,Salad,42.44,37,True
410,20,Shawarma,37.85,35,True
411,20,Soup,11.71,42,True
412,20,Sushi,21.73,47,True
413,20,Taccos,36.1,22,True
414,20,Whole cake,30.78,39,True
415,21,Beef pie,29.75,27,True
416,21,Briyani rice,34.48,31,True
417,21,Burger,43.5,17,True
418,21,Burritos,28.99,42,True
419,21,Chicken pie,22.54,15,True
420,21,Chicken rice,22.25,48,True
421,21,Chicken wings,23.69,49,True
422,21,CoffeeBoba tea,38.12,27,True
423,21,Cookie,22.73,38,True
424,21,Cup cake,25.11,42,True
425,21,Dumplings,23.37,19,True
426,21,Fried chicken,42.55,36,True
427,21,Pasta,23.98,35,True
428,21,PastrySmoothie,27.34,22,True
429,21,Pizza,23.34,34,True
430,21,Salad,31.67,47,True
431,21,Shawarma,27.52,34,True
432,21,Soup,24.35,41,True
433,21,Sushi,35.59,35,True
434,21,Taccos,30.7,40,True
435,21,Whole cake,41.09,33,True
436,22,Beef pie,16.61,50,True
437,22,Briyani rice,15.85,23,True
438,22,Burger,22.13,27,True
439,22,Burritos,18.18,41,True
440,22,Chicken pie,22.51,39,True
441,22,Chicken rice,20.32,26,True
442,22,Chicken wings,32.46,34,True
443,22,CoffeeBoba tea,35.57,40,True
444,22,Cookie,39.88,50,True
445,22,Cup cake,25.41,15,True
446,22,Dumplings,24.36,34,True
447,22,Fried chicken,39.34,33,True
448,22,Pasta,30.68,28,True
449,22,PastrySmoothie,28.93,42,True
450,22,Pizza,33.62,35,True
451,22,Salad,24.44,44,True
452,22,Shawarma,23.39,43,True
453,22,Soup,21.35,43,True
454,22,Sushi,20.75,28,True
455,22,Taccos,27.93,47,True
456,22,Whole cake,44.61,45,True
457,23,Beef pie,24.29,25,True
458,23,Briyani rice,32.05,20,True
459,23,Burger,27.29,33,True
460,23,Burritos,38.77,47,True
461,23,Chicken pie,38.0,36,True
462,23,Chicken rice,25.27,20,True
463,23,Chicken wings,30.63,30,True
464,23,CoffeeBoba tea,33.75,34,True
465,23,Cookie,12.89,29,True
466,23,Cup cake,22.79,27,True
467,23,Dumplings,32.08,24,True
468,23,Fried chicken,25.43,16,True
469,23,Pasta,25.09,17,True
470,23,PastrySmoothie,36.93,30,True
471,23,Pizza,27.08,45,True
472,23,Salad,30.48,19,True
473,23,Shawarma,25.15,44,True
474,23,Soup,22.03,41,True
475,23,Sushi,23.38,27,True
476,23,Taccos,19.58,39,True
477,23,Whole cake,24.38,46,True
478,24,Beef pie,26.61,40,True
479,24,Briyani rice,30.56,30,True
480,24,Burger,30.47,24,True
481,24,Burritos,24.06,15,True
482,24,Chicken pie,18.81,21,True
483,24,Chicken rice,29.83,42,True
484,24,Chicken wings,26.1,29,True
485,24,CoffeeBoba tea,18.14,26,True
486,24,Cookie,18.76,48,True
487,24,Cup cake,28.52,44,True
488,24,Dumplings,25.59,18,True
489,24,Fried chicken,39.44,50,True
490,24,Pasta,25.02,30,True
491,24,PastrySmoothie,24.07,22,True
492,24,Pizza,27.63,44,True
493,24,Salad,26.17,23,True
494,24,Shawarma,23.4,44,True
495,24,Soup,30.56,48,True
496,24,Sushi,28.74,50,True
497,24,Taccos,32.71,35,True
498,24,Whole cake,25.24,43,True
499,25,Beef pie,25.65,47,True
500,25,Briyani rice,28.96,42,True
501,25,Burger,33.66,50,True
502,25,Burritos,26.18,43,True
503,25,Chicken pie,24.55,25,True
504,25,Chicken rice,28.39,45,True
505,25,Chicken wings,24.25,43,True
506,25,CoffeeBoba tea,30.47,31,True
507,25,Cookie,29.83,30,True
508,25,Cup cake,25.76,32,True
509,25,Dumplings,24.22,48,True
510,25,Fried chicken,28.09,46,True
511,25,Pasta,25.09,30,True
512,25,PastrySmoothie,38.9,32,True
513,25,Pizza,31.33,43,True
514,25,Salad,19.91,19,True
515,25,Shawarma,27.84,33,True
516,25,Soup,25.95,30,True
517,25,Sushi,28.34,32,True
518,25,Taccos,22.96,36,True
519,25,Whole cake,25.64,35,True
520,26,Beef pie,32.71,49,True
521,26,Briyani rice,27.47,20,True
522,26,Burger,16.93,23,True
523,26,Burritos,23.54,24,True
524,26,Chicken pie,27.93,29,True
525,26,Chicken rice,22.96,39,True
526,26,Chicken wings,22.77,24,True
527,26,CoffeeBoba tea,39.21,28,True
528,26,Cookie,21.69,19,True
529,26,Cup cake,33.25,41,True
530,26,Dumplings,22.6,41,True
531,26,Fried chicken,26.47,36,True
532,26,Pasta,30.98,49,True
533,26,PastrySmoothie,24.53,44,True
534,26,Pizza,36.62,41,True
535,26,Salad,35.83,18,True
536,26,Shawarma,20.2,28,True
537,26,Soup,27.27,41,True
538,26,Sushi,20.65,39,True
539,26,Taccos,31.09,16,True
540,26,Whole cake,30.67,39,True
541,27,Beef pie,34.05,45,True
542,27,Briyani rice,30.69,15,True
543,27,Burger,28.76,37,True
544,27,Burritos,34.66,34,True
545,27,Chicken pie,24.58,39,True
546,27,Chicken rice,32.53,41,True
547,27,Chicken wings,29.98,49,True
548,27,CoffeeBoba tea,24.49,49,True
549,27,Cookie,39.41,29,True
550,27,Cup cake,17.86,46,True
551,27,Dumplings,26.32,29,True
552,27,Fried chicken,19.9,32,True
553,27,Pasta,33.81,42,True
554,27,PastrySmoothie,27.62,46,True
555,27,Pizza,16.83,16,True
556,27,Salad,30.64,39,True
557,27,Shawarma,37.42,36,True
558,27,Soup,46.2,40,True
559,27,Sushi,30.79,25,True
560,27,Taccos,38.53,44,True
561,27,Whole cake,36.37,23,True
562,28,Beef pie,33.78,49,True
563,28,Briyani rice,30.12,16,True
564,28,Burger,35.36,40,True
565,28,Burritos,35.59,16,True
566,28,Chicken pie,31.63,20,True
567,28,Chicken rice,26.39,42,True
568,28,Chicken wings,14.46,23,True
569,28,CoffeeBoba tea,20.63,44,True
570,28,Cookie,29.16,26,True
571,28,Cup cake,19.89,18,True
572,28,Dumplings,28.66,31,True
573,28,Fried chicken,22.83,39,True
574,28,Pasta,25.01,35,True
575,28,PastrySmoothie,34.84,28,True
576,28,Pizza,30.05,44,True
577,28,Salad,28.93,35,True
578,28,Shawarma,14.67,36,True
579,28,Soup,22.51,39,True
580,28,Sushi,21.4,32,True
581,28,Taccos,29.7,41,True
582,28,Whole cake,17.52,31,True
583,29,Beef pie,27.96,20,True
584,29,Briyani rice,31.45,45,True
585,29,Burger,27.98,16,True
586,29,Burritos,36.04,49,True
587,29,Chicken pie,38.38,18,True
588,29,Chicken rice,23.63,37,True
589,29,Chicken wings,23.02,29,True
590,29,CoffeeBoba tea,25.64,19,True
591,29,Cookie,29.06,17,True
592,29,Cup cake,28.82,16,True
593,29,Dumplings,26.61,30,True
594,29,Fried chicken,30.67,27,True
595,29,Pasta,26.26,16,True
596,29,PastrySmoothie,27.24,24,True
597,29,Pizza,33.87,30,True
598,29,Salad,35.02,23,True
599,29,Shawarma,42.99,45,True
600,29,Soup,28.81,22,True
601,29,Sushi,24.75,28,True
602,29,Taccos,31.16,44,True
603,29,Whole cake,27.58,31,True
604,30,Beef pie,23.61,38,True
605,30,Briyani rice,27.07,25,True
606,30,Burger,17.96,22,True
607,30,Burritos,33.35,25,True
608,30,Chicken pie,34.15,34,True
609,30,Chicken rice,18.09,21,True
610,30,Chicken wings,35.16,16,True
611,30,CoffeeBoba tea,41.83,34,True
612,30,Cup cake,35.79,39,True
613,30,Dumplings,26.61,40,True
614,30,Fried chicken,27.45,27,True
615,30,Pasta,24.32,19,True
616,30,PastrySmoothie,34.1,30,True
617,30,Pizza,38.48,21,True
618,30,Salad,29.41,34,True
619,30,Shawarma,27.85,22,True
620,30,Soup,26.66,17,True
621,30,Sushi,31.34,37,True
622,30,Taccos,22.77,49,True
623,30,Whole cake,32.51,42,True
624,31,Beef pie,35.92,38,True
625,31,Burger,34.83,19,True
626,31,Burritos,13.05,47,True
627,31,Chicken pie,15.98,36,True
628,31,Chicken rice,34.06,15,True
629,31,Chicken wings,13.09,41,True
630,31,CoffeeBoba tea,18.18,46,True
631,31,Cookie,37.0,21,True
632,31,Cup cake,16.11,42,True
633,31,Dumplings,25.31,38,True
634,31,Fried chicken,26.7,44,True
635,31,Pasta,26.14,24,True
636,31,PastrySmoothie,26.27,42,True
637,31,Pizza,40.23,26,True
638,31,Salad,14.98,48,True
639,31,Shawarma,23.53,32,True
640,31,Soup,33.13,49,True
641,31,Sushi,31.31,45,True
642,31,Taccos,24.62,44,True
643,31,Whole cake,36.65,42,True
644,32,Beef pie,27.84,32,True
645,32,Briyani rice,18.55,35,True
646,32,Burger,30.4,30,True
647,32,Burritos,16.69,20,True
648,32,Chicken pie,26.29,32,True
649,32,Chicken rice,33.88,43,True
650,32,Chicken wings,13.85,30,True
651,32,CoffeeBoba tea,29.15,44,True
652,32,Cookie,23.54,39,True
653,32,Cup cake,35.14,36,True
654,32,Dumplings,25.25,16,True
655,32,Fried chicken,23.87,46,True
656,32,Pasta,18.41,35,True
657,32,PastrySmoothie,40.75,26,True
658,32,Pizza,22.89,46,True
659,32,Salad,14.02,28,True
660,32,Shawarma,19.75,37,True
661,32,Sushi,28.93,31,True
662,32,Taccos,30.48,36,True
663,32,Whole cake,23.13,32,True
664,33,Beef pie,24.75,32,True
665,33,Briyani rice,33.27,50,True
666,33,Burger,20.04,15,True
667,33,Burritos,22.42,48,True
668,33,Chicken pie,6.35,27,True
669,33,Chicken rice,20.36,20,True
670,33,Chicken wings,25.56,30,True
671,33,CoffeeBoba tea,29.85,41,True
672,33,Cookie,11.99,46,True
673,33,Cup cake,30.43,50,True
674,33,Dumplings,23.52,30,True
675,33,Fried chicken,21.97,45,True
676,33,Pasta,32.67,46,True
677,33,PastrySmoothie,33.33,43,True
678,33,Pizza,23.18,16,True
679,33,Salad,32.19,20,True
680,33,Shawarma,28.66,33,True
681,33,Soup,19.59,29,True
682,33,Sushi,22.68,40,True
683,33,Taccos,18.01,30,True
684,33,Whole cake,30.27,34,True
685,34,Beef pie,32.02,38,True
686,34,Briyani rice,29.55,45,True
687,34,Burger,37.26,50,True
688,34,Burritos,29.5,48,True
689,34,Chicken pie,21.45,37,True
690,34,Chicken rice,27.24,42,True
691,34,Chicken wings,32.01,50,True
692,34,CoffeeBoba tea,29.93,36,True
693,34,Cookie,40.33,37,True
694,34,Cup cake,24.59,44,True
695,34,Dumplings,18.43,32,True
696,34,Fried chicken,27.75,34,True
697,34,Pasta,26.25,31,True
698,34,PastrySmoothie,35.42,29,True
699,34,Pizza,15.91,22,True
700,34,Salad,36.03,27,True
701,34,Shawarma,33.05,35,True
702,34,Soup,14.42,22,True
703,34,Sushi,29.25,49,True
704,34,Taccos,33.09,26,True
705,34,Whole cake,21.86,27,True
706,35,Beef pie,25.62,28,True
707,35,Briyani rice,27.93,45,True
708,35,Burger,29.32,32,True
709,35,Burritos,30.56,48,True
710,35,Chicken pie,27.82,33,True
711,35,Chicken rice,25.28,21,True
712,35,Chicken wings,29.06,27,True
713,35,CoffeeBoba tea,32.27,33,True
714,35,Cookie,33.29,29,True
715,35,Cup cake,22.26,38,True
716,35,Dumplings,22.39,26,True
717,35,Fried chicken,17.77,34,True
718,35,Pasta,29.56,15,True
719,35,PastrySmoothie,26.02,49,True
720,35,Pizza,21.0,23,True
721,35,Salad,26.6,32,True
722,35,Shawarma,26.99,17,True
723,35,Soup,37.11,18,True
724,35,Sushi,22.11,50,True
725,35,Taccos,29.59,33,True
726,35,Whole cake,29.5,23,True
727,36,Beef pie,28.76,46,True
728,36,Briyani rice,35.62,21,True
729,36,Burger,29.46,15,True
730,36,Chicken pie,24.48,33,True
731,36,Chicken rice,42.03,45,True
732,36,Chicken wings,38.99,45,True
733,36,CoffeeBoba tea,47.88,43,True
734,36,Cookie,24.21,36,True
735,36,Cup cake,26.38,26,True
736,36,Dumplings,28.98,18,True
737,36,Fried chicken,24.02,31,True
738,36,Pasta,29.28,45,True
739,36,PastrySmoothie,35.05,22,True
740,36,Pizza,29.91,19,True
741,36,Salad,24.67,40,True
742,36,Shawarma,32.41,46,True
743,36,Soup,33.02,19,True
744,36,Sushi,19.48,18,True
745,36,Taccos,21.89,24,True
746,36,Whole cake,34.3,24,True
747,37,Beef pie,13.35,34,True
748,37,Briyani rice,29.42,20,True
749,37,Burger,26.64,30,True
750,37,Burritos,19.26,22,True
751,37,Chicken pie,21.05,50,True
752,37,Chicken rice,22.26,41,True
753,37,Chicken wings,31.0,29,True
754,37,CoffeeBoba tea,11.71,48,True
755,37,Cookie,12.79,39,True
756,37,Cup cake,24.38,43,True
757,37,Dumplings,25.21,43,True
758,37,Fried chicken,32.12,34,True
759,37,Pasta,28.52,42,True
760,37,PastrySmoothie,33.69,34,True
761,37,Pizza,26.16,18,True
762,37,Salad,30.19,21,True
763,37,Shawarma,26.71,28,True
764,37,Soup,24.28,28,True
765,37,Sushi,46.29,31,True
766,37,Taccos,22.36,20,True
767,37,Whole cake,18.2,25,True
768,38,Beef pie,32.12,30,True
769,38,Briyani rice,25.56,26,True
770,38,Burger,34.49,50,True
771,38,Burritos,22.52,19,True
772,38,Chicken pie,26.88,25,True
