id,restaurant_id,item_name,price,is_available
105,6,Briyani rice,13.82,True
106,6,Burger,22.37,True
107,6,Burritos,24.77,True
108,6,Chicken pie,25.26,True
109,6,Chicken rice,25.67,True
110,6,Chicken wings,26.93,True
111,6,CoffeeBoba tea,25.76,True
112,6,Cookie,27.83,True
113,6,Cup cake,28.55,True
114,6,Dumplings,25.47,True
115,6,Fried chicken,30.95,True
116,6,Pasta,29.67,True
117,6,PastrySmoothie,26.06,True
118,6,Pizza,27.13,True
119,6,Salad,28.97,True
120,6,Shawarma,39.05,True
121,6,Soup,29.4,True
122,6,Sushi,34.5,True
123,6,Taccos,14.84,True
124,6,Whole cake,23.56,True
125,7,Beef pie,40.73,True
126,7,Briyani rice,28.25,True
127,7,Burger,23.35,True
128,7,Burritos,32.32,True
129,7,Chicken pie,31.46,True
130,7,Chicken rice,25.8,True
131,7,Chicken wings,38.17,True
132,7,CoffeeBoba tea,23.73,True
133,7,Cookie,9.15,True
134,7,Cup cake,23.79,True
135,7,Dumplings,25.99,True
136,7,Fried chicken,33.12,True
137,7,Pasta,18.81,True
138,7,PastrySmoothie,18.33,True
139,7,Pizza,27.34,True
140,7,Salad,30.29,True
141,7,Shawarma,41.82,True
142,7,Soup,27.81,True
143,7,Sushi,22.83,True
144,7,Taccos,24.05,True
145,7,Whole cake,10.3,True
146,8,Beef pie,17.29,True
147,8,Briyani rice,34.66,True
148,8,Burger,24.59,True
149,8,Burritos,25.67,True
150,8,Chicken pie,26.32,True
151,8,Chicken rice,23.22,True
152,8,Chicken wings,22.54,True
153,8,CoffeeBoba tea,28.21,True
154,8,Cookie,27.1,True
155,8,Cup cake,35.75,True
156,8,Dumplings,22.29,True
157,8,Fried chicken,29.25,True
158,8,Pasta,24.72,True
159,8,PastrySmoothie,35.48,True
160,8,Pizza,30.35,True
161,8,Salad,8.62,True
162,8,Shawarma,18.06,True
163,8,Soup,27.47,True
164,8,Sushi,16.04,True
165,8,Taccos,34.74,True
166,8,Whole cake,17.35,True
167,9,Beef pie,27.66,True
168,9,Briyani rice,33.6,True
169,9,Burger,36.98,True
170,9,Burritos,28.57,True
171,9,Chicken pie,31.84,True
172,9,Chicken rice,36.41,True
173,9,Chicken wings,35.96,True
174,9,CoffeeBoba tea,29.26,True
175,9,Cookie,37.45,True
176,9,Cup cake,26.8,True
177,9,Dumplings,30.83,True
178,9,Fried chicken,31.03,True
179,9,Pasta,20.7,True
180,9,PastrySmoothie,22.83,True
181,9,Pizza,27.7,True
182,9,Salad,33.23,True
183,9,Shawarma,31.74,True
184,9,Soup,33.29,True
185,9,Sushi,36.77,True
186,9,Taccos,31.38,True
187,9,Whole cake,21.65,True
188,10,Beef pie,21.34,True
189,10,Briyani rice,23.23,True
190,10,Burger,18.63,True
191,10,Burritos,25.44,True
192,10,Chicken pie,34.38,True
193,10,Chicken rice,28.49,True
194,10,Chicken wings,21.96,True
195,10,CoffeeBoba tea,27.26,True
196,10,Cookie,29.19,True
197,10,Cup cake,32.24,True
198,10,Dumplings,19.2,True
199,10,Fried chicken,42.89,True
200,10,Pasta,25.14,True
201,10,PastrySmoothie,32.47,True
202,10,Pizza,28.86,True
203,10,Salad,21.8,True
204,10,Shawarma,46.08,True
205,10,Soup,25.84,True
206,10,Sushi,22.94,True
207,10,Taccos,32.36,True
208,10,Whole cake,27.77,True
209,11,Beef pie,19.91,True
210,11,Briyani rice,22.58,True
211,11,Burger,25.01,True
212,11,Burritos,27.27,True
213,11,Chicken pie,36.63,True
214,11,Chicken rice,11.75,True
215,11,Chicken wings,24.42,True
216,11,CoffeeBoba tea,22.12,True
217,11,Cookie,19.31,True
218,11,Cup cake,22.66,True
219,11,Dumplings,30.05,True
220,11,Fried chicken,13.92,True
221,11,Pasta,24.52,True
222,11,PastrySmoothie,26.56,True
223,11,Pizza,37.63,True
224,11,Salad,34.87,True
225,11,Shawarma,29.54,True
226,11,Soup,25.21,True
227,11,Sushi,13.59,True
228,11,Taccos,24.16,True
229,11,Whole cake,25.17,True
230,12,Beef pie,23.07,True
231,12,Briyani rice,20.5,True
232,12,Burger,23.15,True
233,12,Burritos,13.25,True
234,12,Chicken pie,31.9,True
235,12,Chicken rice,26.2,True
236,12,Chicken wings,30.22,True
237,12,CoffeeBoba tea,32.63,True
238,12,Cookie,25.32,True
239,12,Cup cake,24.66,True
240,12,Dumplings,28.64,True
241,12,Fried chicken,42.51,True
242,12,Pasta,20.3,True
243,12,PastrySmoothie,28.99,True
244,12,Pizza,28.76,True
245,12,Salad,32.68,True
246,12,Shawarma,17.2,True
247,12,Soup,23.45,True
248,12,Sushi,42.29,True
249,12,Taccos,16.15,True
250,12,Whole cake,22.91,True
251,13,Briyani rice,27.64,True
252,13,Burger,29.15,True
253,13,Burritos,34.48,True
254,13,Chicken pie,22.31,True
255,13,Chicken rice,27.95,True
256,13,Chicken wings,30.0,True
257,13,CoffeeBoba tea,21.9,True
258,13,Cookie,30.25,True
259,13,Cup cake,25.13,True
260,13,Dumplings,22.81,True
261,13,Fried chicken,35.81,True
262,13,Pasta,27.0,True
263,13,PastrySmoothie,26.7,True
264,13,Pizza,29.82,True
265,13,Salad,28.13,True
266,13,Shawarma,28.97,True
267,13,Soup,22.21,True
268,13,Sushi,25.63,True
269,13,Taccos,27.94,True
270,13,Whole cake,35.18,True
271,14,Beef pie,15.53,True
272,14,Briyani rice,27.41,True
273,14,Burger,30.44,True
274,14,Burritos,31.61,True
275,14,Chicken pie,26.13,True
276,14,Chicken rice,20.79,True
277,14,Chicken wings,23.1,True
278,14,CoffeeBoba tea,27.54,True
279,14,Cookie,31.41,True
280,14,Cup cake,19.28,True
281,14,Dumplings,19.2,True
282,14,Fried chicken,32.46,True
283,14,Pasta,32.59,True
284,14,PastrySmoothie,29.1,True
285,14,Pizza,20.73,True
286,14,Salad,41.0,True
287,14,Shawarma,24.03,True
288,14,Soup,31.33,True
289,14,Sushi,30.83,True
290,14,Taccos,32.08,True
291,14,Whole cake,14.84,True
292,15,Beef pie,22.52,True
293,15,Briyani rice,38.22,True
294,15,Burger,26.61,True
295,15,Burritos,17.28,True
296,15,Chicken pie,26.83,True
297,15,Chicken rice,26.06,True
298,15,Chicken wings,20.79,True
299,15,CoffeeBoba tea,28.02,True
300,15,Cookie,29.29,True
301,15,Cup cake,20.88,True
302,15,Dumplings,27.29,True
303,15,Fried chicken,33.62,True
304,15,Pasta,28.93,True
305,15,PastrySmoothie,23.93,True
306,15,Pizza,41.31,True
307,15,Salad,26.42,True
308,15,Shawarma,24.37,True
309,15,Soup,16.33,True
310,15,Sushi,21.9,True
311,15,Taccos,30.0,True
312,15,Whole cake,43.78,True
313,16,Beef pie,28.28,True
314,16,Briyani rice,10.82,True
315,16,Burger,29.34,True
316,16,Burritos,12.46,True
317,16,Chicken pie,34.47,True
318,16,Chicken rice,28.78,True
319,16,Chicken wings,25.71,True
320,16,CoffeeBoba tea,22.25,True
321,16,Cookie,25.75,True
322,16,Cup cake,29.1,True
323,16,Dumplings,22.81,True
324,16,Fried chicken,22.32,True
325,16,Pasta,23.63,True
326,16,PastrySmoothie,27.53,True
327,16,Pizza,39.13,True
328,16,Salad,31.11,True
329,16,Shawarma,26.3,True
330,16,Soup,20.71,True
331,16,Sushi,34.96,True
332,16,Taccos,30.49,True
333,16,Whole cake,12.03,True
334,17,Beef pie,36.77,True
335,17,Briyani rice,29.21,True
336,17,Burger,40.44,True
337,17,Burritos,22.4,True
338,17,Chicken pie,16.26,True
339,17,Chicken rice,26.32,True
340,17,CoffeeBoba tea,34.09,True
341,17,Cookie,19.05,True
342,17,Cup cake,21.58,True
343,17,Dumplings,34.17,True
344,17,Fried chicken,25.63,True
345,17,Pasta,25.83,True
346,17,PastrySmoothie,24.86,True
347,17,Pizza,22.06,True
348,17,Salad,34.35,True
349,17,Shawarma,36.8,True
350,17,Soup,28.39,True
351,17,Sushi,29.07,True
352,17,Taccos,13.36,True
353,17,Whole cake,30.16,True
354,18,Beef pie,20.02,True
355,18,Briyani rice,12.34,True
356,18,Burger,28.37,True
357,18,Burritos,16.63,True
358,18,Chicken pie,29.19,True
359,18,Chicken rice,23.96,True
360,18,Chicken wings,34.53,True
361,18,CoffeeBoba tea,37.35,True
362,18,Cup cake,30.45,True
363,18,Dumplings,24.84,True
364,18,Fried chicken,21.09,True
365,18,Pasta,29.27,True
366,18,PastrySmoothie,27.17,True
367,18,Pizza,32.54,True
368,18,Salad,23.79,True
369,18,Shawarma,42.23,True
370,18,Soup,33.8,True
371,18,Sushi,19.75,True
372,18,Taccos,34.46,True
373,18,Whole cake,27.52,True
374,19,Beef pie,23.3,True
375,19,Briyani rice,28.9,True
376,19,Burger,27.84,True
377,19,Burritos,23.25,True
378,19,Chicken pie,19.26,True
379,19,Chicken rice,33.34,True
380,19,Chicken wings,24.93,True
381,19,CoffeeBoba tea,26.47,True
382,19,Cookie,32.93,True
383,19,Cup cake,30.42,True
384,19,Dumplings,28.98,True
385,19,Fried chicken,13.69,True
386,19,Pasta,31.2,True
387,19,PastrySmoothie,15.23,True
388,19,Pizza,34.88,True
389,19,Salad,19.8,True
390,19,Shawarma,30.31,True
391,19,Soup,28.48,True
392,19,Taccos,12.84,True
393,19,Whole cake,18.34,True
394,20,Beef pie,25.59,True
395,20,Briyani rice,24.07,True
396,20,Burger,19.09,True
397,20,Burritos,22.15,True
398,20,Chicken pie,34.41,True
399,20,Chicken rice,26.82,True
400,20,Chicken wings,25.11,True
401,20,CoffeeBoba tea,33.81,True
402,20,Cookie,30.67,True
403,20,Cup cake,27.07,True
404,20,Dumplings,25.76,True
405,20,Fried chicken,35.29,True
406,20,Pasta,27.88,True
407,20,PastrySmoothie,33.56,True
408,20,Pizza,26.34,True
409,20,Salad,42.44,True
410,20,Shawarma,37.85,True
411,20,Soup,11.71,True
412,20,Sushi,21.73,True
413,20,Taccos,36.1,True
414,20,Whole cake,30.78,True
415,21,Beef pie,29.75,True
416,21,Briyani rice,34.48,True
417,21,Burger,43.5,True
418,21,Burritos,28.99,True
419,21,Chicken pie,22.54,True
420,21,Chicken rice,22.25,True
421,21,Chicken wings,23.69,True
422,21,CoffeeBoba tea,38.12,True
423,21,Cookie,22.73,True
424,21,Cup cake,25.11,True
425,21,Dumplings,23.37,True
426,21,Fried chicken,42.55,True
427,21,Pasta,23.98,True
428,21,PastrySmoothie,27.34,True
429,21,Pizza,23.34,True
430,21,Salad,31.67,True
431,21,Shawarma,27.52,True
432,21,Soup,24.35,True
433,21,Sushi,35.59,True
434,21,Taccos,30.7,True
435,21,Whole cake,41.09,True
436,22,Beef pie,16.61,True
437,22,Briyani rice,15.85,True
438,22,Burger,22.13,True
439,22,Burritos,18.18,True
440,22,Chicken pie,22.51,True
441,22,Chicken rice,20.32,True
442,22,Chicken wings,32.46,True
443,22,CoffeeBoba tea,35.57,True
444,22,Cookie,39.88,True
445,22,Cup cake,25.41,True
446,22,Dumplings,24.36,True
447,22,Fried chicken,39.34,True
448,22,Pasta,30.68,True
449,22,PastrySmoothie,28.93,True
450,22,Pizza,33.62,True
451,22,Salad,24.44,True
452,22,Shawarma,23.39,True
453,22,Soup,21.35,True
454,22,Sushi,20.75,True
455,22,Taccos,27.93,True
456,22,Whole cake,44.61,True
457,23,Beef pie,24.29,True
458,23,Briyani rice,32.05,True
459,23,Burger,27.29,True
460,23,Burritos,38.77,True
461,23,Chicken pie,38.0,True
462,23,Chicken rice,25.27,True
463,23,Chicken wings,30.63,True
464,23,CoffeeBoba tea,33.75,True
465,23,Cookie,12.89,True
466,23,Cup cake,22.79,True
467,23,Dumplings,32.08,True
468,23,Fried chicken,25.43,True
469,23,Pasta,25.09,True
470,23,PastrySmoothie,36.93,True
471,23,Pizza,27.08,True
472,23,Salad,30.48,True
473,23,Shawarma,25.15,True
474,23,Soup,22.03,True
475,23,Sushi,23.38,True
476,23,Taccos,19.58,True
477,23,Whole cake,24.38,True
478,24,Beef pie,26.61,True
479,24,Briyani rice,30.56,True
480,24,Burger,30.47,True
481,24,Burritos,24.06,True
482,24,Chicken pie,18.81,True
483,24,Chicken rice,29.83,True
484,24,Chicken wings,26.1,True
485,24,CoffeeBoba tea,18.14,True
486,24,Cookie,18.76,True
487,24,Cup cake,28.52,True
488,24,Dumplings,25.59,True
489,24,Fried chicken,39.44,True
490,24,Pasta,25.02,True
491,24,PastrySmoothie,24.07,True
492,24,Pizza,27.63,True
493,24,Salad,26.17,True
494,24,Shawarma,23.4,True
495,24,Soup,30.56,True
496,24,Sushi,28.74,True
497,24,Taccos,32.71,True
498,24,Whole cake,25.24,True
499,25,Beef pie,25.65,True
500,25,Briyani rice,28.96,True
501,25,Burger,33.66,True
502,25,Burritos,26.18,True
503,25,Chicken pie,24.55,True
504,25,Chicken rice,28.39,True
505,25,Chicken wings,24.25,True
506,25,CoffeeBoba tea,30.47,True
507,25,Cookie,29.83,True
508,25,Cup cake,25.76,True
509,25,Dumplings,24.22,True
510,25,Fried chicken,28.09,True
511,25,Pasta,25.09,True
512,25,PastrySmoothie,38.9,True
513,25,Pizza,31.33,True
514,25,Salad,19.91,True
515,25,Shawarma,27.84,True
516,25,Soup,25.95,True
517,25,Sushi,28.34,True
518,25,Taccos,22.96,True
519,25,Whole cake,25.64,True
520,26,Beef pie,32.71,True
521,26,Briyani rice,27.47,True
522,26,Burger,16.93,True
523,26,Burritos,23.54,True
524,26,Chicken pie,27.93,True
525,26,Chicken rice,22.96,True
526,26,Chicken wings,22.77,True
527,26,CoffeeBoba tea,39.21,True
528,26,Cookie,21.69,True
529,26,Cup cake,33.25,True
530,26,Dumplings,22.6,True
531,26,Fried chicken,26.47,True
532,26,Pasta,30.98,True
533,26,PastrySmoothie,24.53,True
534,26,Pizza,36.62,True
535,26,Salad,35.83,True
536,26,Shawarma,20.2,True
537,26,Soup,27.27,True
538,26,Sushi,20.65,True
539,26,Taccos,31.09,True
540,26,Whole cake,30.67,True
541,27,Beef pie,34.05,True
542,27,Briyani rice,30.69,True
543,27,Burger,28.76,True
544,27,Burritos,34.66,True
545,27,Chicken pie,24.58,True
546,27,Chicken rice,32.53,True
547,27,Chicken wings,29.98,True
548,27,CoffeeBoba tea,24.49,True
549,27,Cookie,39.41,True
550,27,Cup cake,17.86,True
551,27,Dumplings,26.32,True
552,27,Fried chicken,19.9,True
553,27,Pasta,33.81,True
554,27,PastrySmoothie,27.62,True
555,27,Pizza,16.83,True
556,27,Salad,30.64,True
557,27,Shawarma,37.42,True
558,27,Soup,46.2,True
559,27,Sushi,30.79,True
560,27,Taccos,38.53,True
561,27,Whole cake,36.37,True
562,28,Beef pie,33.78,True
563,28,Briyani rice,30.12,True
564,28,Burger,35.36,True
565,28,Burritos,35.59,True
566,28,Chicken pie,31.63,True
567,28,Chicken rice,26.39,True
568,28,Chicken wings,14.46,True
569,28,CoffeeBoba tea,20.63,True
570,28,Cookie,29.16,True
571,28,Cup cake,19.89,True
572,28,Dumplings,28.66,True
573,28,Fried chicken,22.83,True
574,28,Pasta,25.01,True
575,28,PastrySmoothie,34.84,True
576,28,Pizza,30.05,True
577,28,Salad,28.93,True
578,28,Shawarma,14.67,True
579,28,Soup,22.51,True
580,28,Sushi,21.4,True
581,28,Taccos,29.7,True
582,28,Whole cake,17.52,True
583,29,Beef pie,27.96,True
584,29,Briyani rice,31.45,True
585,29,Burger,27.98,True
586,29,Burritos,36.04,True
587,29,Chicken pie,38.38,True
588,29,Chicken rice,23.63,True
589,29,Chicken wings,23.02,True
590,29,CoffeeBoba tea,25.64,True
591,29,Cookie,29.06,True
592,29,Cup cake,28.82,True
593,29,Dumplings,26.61,True
594,29,Fried chicken,30.67,True
595,29,Pasta,26.26,True
596,29,PastrySmoothie,27.24,True
597,29,Pizza,33.87,True
598,29,Salad,35.02,True
599,29,Shawarma,42.99,True
600,29,Soup,28.81,True
601,29,Sushi,24.75,True
602,29,Taccos,31.16,True
603,29,Whole cake,27.58,True
604,30,Beef pie,23.61,True
605,30,Briyani rice,27.07,True
606,30,Burger,17.96,True
607,30,Burritos,33.35,True
608,30,Chicken pie,34.15,True
609,30,Chicken rice,18.09,True
610,30,Chicken wings,35.16,True
611,30,CoffeeBoba tea,41.83,True
612,30,Cup cake,35.79,True
613,30,Dumplings,26.61,True
614,30,Fried chicken,27.45,True
615,30,Pasta,24.32,True
616,30,PastrySmoothie,34.1,True
617,30,Pizza,38.48,True
618,30,Salad,29.41,True
619,30,Shawarma,27.85,True
620,30,Soup,26.66,True
621,30,Sushi,31.34,True
622,30,Taccos,22.77,True
623,30,Whole cake,32.51,True
624,31,Beef pie,35.92,True
625,31,Burger,34.83,True
626,31,Burritos,13.05,True
627,31,Chicken pie,15.98,True
628,31,Chicken rice,34.06,True
629,31,Chicken wings,13.09,True
630,31,CoffeeBoba tea,18.18,True
631,31,Cookie,37.0,True
632,31,Cup cake,16.11,True
633,31,Dumplings,25.31,True
634,31,Fried chicken,26.7,True
635,31,Pasta,26.14,True
636,31,PastrySmoothie,26.27,True
637,31,Pizza,40.23,True
638,31,Salad,14.98,True
639,31,Shawarma,23.53,True
640,31,Soup,33.13,True
641,31,Sushi,31.31,True
642,31,Taccos,24.62,True
643,31,Whole cake,36.65,True
644,32,Beef pie,27.84,True
645,32,Briyani rice,18.55,True
646,32,Burger,30.4,True
647,32,Burritos,16.69,True
648,32,Chicken pie,26.29,True
649,32,Chicken rice,33.88,True
650,32,Chicken wings,13.85,True
651,32,CoffeeBoba tea,29.15,True
652,32,Cookie,23.54,True
653,32,Cup cake,35.14,True
654,32,Dumplings,25.25,True
655,32,Fried chicken,23.87,True
656,32,Pasta,18.41,True
657,32,PastrySmoothie,40.75,True
658,32,Pizza,22.89,True
659,32,Salad,14.02,True
660,32,Shawarma,19.75,True
661,32,Sushi,28.93,True
662,32,Taccos,30.48,True
663,32,Whole cake,23.13,True
664,33,Beef pie,24.75,True
665,33,Briyani rice,33.27,True
666,33,Burger,20.04,True
667,33,Burritos,22.42,True
668,33,Chicken pie,6.35,True
669,33,Chicken rice,20.36,True
670,33,Chicken wings,25.56,True
671,33,CoffeeBoba tea,29.85,True
672,33,Cookie,11.99,True
673,33,Cup cake,30.43,True
674,33,Dumplings,23.52,True
675,33,Fried chicken,21.97,True
676,33,Pasta,32.67,True
677,33,PastrySmoothie,33.33,True
678,33,Pizza,23.18,True
679,33,Salad,32.19,True
680,33,Shawarma,28.66,True
681,33,Soup,19.59,True
682,33,Sushi,22.68,True
683,33,Taccos,18.01,True
684,33,Whole cake,30.27,True
685,34,Beef pie,32.02,True
686,34,Briyani rice,29.55,True
687,34,Burger,37.26,True
688,34,Burritos,29.5,True
689,34,Chicken pie,21.45,True
690,34,Chicken rice,27.24,True
691,34,Chicken wings,32.01,True
692,34,CoffeeBoba tea,29.93,True
693,34,Cookie,40.33,True
694,34,Cup cake,24.59,True
695,34,Dumplings,18.43,True
696,34,Fried chicken,27.75,True
697,34,Pasta,26.25,True
698,34,PastrySmoothie,35.42,True
699,34,Pizza,15.91,True
700,34,Salad,36.03,True
701,34,Shawarma,33.05,True
702,34,Soup,14.42,True
703,34,Sushi,29.25,True
704,34,Taccos,33.09,True
705,34,Whole cake,21.86,True
706,35,Beef pie,25.62,True
707,35,Briyani rice,27.93,True
708,35,Burger,29.32,True
709,35,Burritos,30.56,True
710,35,Chicken pie,27.82,True
711,35,Chicken rice,25.28,True
712,35,Chicken wings,29.06,True
713,35,CoffeeBoba tea,32.27,True
714,35,Cookie,33.29,True
715,35,Cup cake,22.26,True
716,35,Dumplings,22.39,True
717,35,Fried chicken,17.77,True
718,35,Pasta,29.56,True
719,35,PastrySmoothie,26.02,True
720,35,Pizza,21.0,True
721,35,Salad,26.6,True
722,35,Shawarma,26.99,True
723,35,Soup,37.11,True
724,35,Sushi,22.11,True
725,35,Taccos,29.59,True
726,35,Whole cake,29.5,True
727,36,Beef pie,28.76,True
728,36,Briyani rice,35.62,True
729,36,Burger,29.46,True
730,36,Chicken pie,24.48,True
731,36,Chicken rice,42.03,True
732,36,Chicken wings,38.99,True
733,36,CoffeeBoba tea,47.88,True
734,36,Cookie,24.21,True
735,36,Cup cake,26.38,True
736,36,Dumplings,28.98,True
737,36,Fried chicken,24.02,True
738,36,Pasta,29.28,True
739,36,PastrySmoothie,35.05,True
740,36,Pizza,29.91,True
741,36,Salad,24.67,True
742,36,Shawarma,32.41,True
743,36,Soup,33.02,True
744,36,Sushi,19.48,True
745,36,Taccos,21.89,True
746,36,Whole cake,34.3,True
747,37,Beef pie,13.35,True
748,37,Briyani rice,29.42,True
749,37,Burger,26.64,True
750,37,Burritos,19.26,True
751,37,Chicken pie,21.05,True
752,37,Chicken rice,22.26,True
753,37,Chicken wings,31.0,True
754,37,CoffeeBoba tea,11.71,True
755,37,Cookie,12.79,True
756,37,Cup cake,24.38,True
757,37,Dumplings,25.21,True
758,37,Fried chicken,32.12,True
759,37,Pasta,28.52,True
760,37,PastrySmoothie,33.69,True
761,37,Pizza,26.16,True
762,37,Salad,30.19,True
763,37,Shawarma,26.71,True
764,37,Soup,24.28,True
765,37,Sushi,46.29,True
766,37,Taccos,22.36,True
767,37,Whole cake,18.2,True
768,38,Beef pie,32.12,True
769,38,Briyani rice,25.56,True
770,38,Burger,34.49,True
771,38,Burritos,22.52,True
772,38,Chicken pie,26.88,True
773,38,Chicken rice,27.03,True
774,38,Chicken wings,18.21,True
775,38,CoffeeBoba tea,19.69,True
776,38,Cookie,30.02,True
777,38,Cup cake,27.21,True
778,38,Dumplings,29.12,True
779,38,Fried chicken,27.18,True
780,38,Pasta,23.78,True
781,38,PastrySmoothie,33.6,True
782,38,Pizza,19.81,True
783,38,Salad,24.05,True
784,38,Shawarma,17.29,True
785,38,Soup,26.24,True
786,38,Sushi,17.46,True
787,38,Taccos,26.74,True
788,38,Whole cake,32.74,True
789,39,Beef pie,18.02,True
790,39,Briyani rice,40.42,True
791,39,Burger,29.29,True
792,39,Burritos,24.68,True
793,39,Chicken pie,28.27,True
794,39,Chicken rice,26.19,True
795,39,Chicken wings,36.46,True
796,39,CoffeeBoba tea,16.43,True
797,39,Cookie,27.56,True
798,39,Cup cake,38.22,True
799,39,Dumplings,38.77,True
800,39,Fried chicken,31.68,True
801,39,Pasta,24.68,True
802,39,PastrySmoothie,16.43,True
803,39,Pizza,16.26,True
804,39,Salad,21.12,True
805,39,Shawarma,34.7,True
806,39,Soup,32.77,True
807,39,Sushi,27.19,True
808,39,Taccos,27.0,True
809,39,Whole cake,28.07,True
810,40,Beef pie,30.17,True
811,40,Briyani rice,29.99,True
812,40,Burger,35.12,True
813,40,Burritos,17.74,True
814,40,Chicken pie,28.52,True
815,40,Chicken rice,33.27,True
816,40,Chicken wings,35.65,True
817,40,CoffeeBoba tea,15.14,True
818,40,Cookie,34.15,True
819,40,Cup cake,23.18,True
820,40,Dumplings,24.48,True
821,40,Fried chicken,30.38,True
822,40,Pasta,25.28,True
823,40,PastrySmoothie,27.5,True
824,40,Pizza,33.48,True
825,40,Salad,33.04,True
826,40,Shawarma,30.73,True
827,40,Soup,29.8,True
828,40,Sushi,29.34,True
829,40,Taccos,26.36,True
830,40,Whole cake,22.89,True
831,41,Beef pie,26.29,True
832,41,Briyani rice,30.99,True
833,41,Burger,26.01,True
834,41,Burritos,26.32,True
835,41,Chicken pie,19.66,True
836,41,Chicken rice,24.6,True
837,41,Chicken wings,27.15,True
838,41,CoffeeBoba tea,25.05,True
839,41,Cookie,26.5,True
840,41,Cup cake,30.53,True
841,41,Dumplings,37.32,True
842,41,Fried chicken,25.8,True
843,41,Pasta,31.74,True
844,41,PastrySmoothie,23.59,True
845,41,Pizza,33.14,True
846,41,Salad,37.67,True
847,41,Shawarma,31.9,True
848,41,Soup,27.96,True
849,41,Sushi,35.59,True
850,41,Taccos,28.95,True
851,41,Whole cake,26.88,True
852,42,Beef pie,35.07,True
853,42,Burger,22.17,True
854,42,Burritos,21.25,True
855,42,Chicken pie,14.23,True
856,42,Chicken rice,18.03,True
857,42,Chicken wings,28.08,True
858,42,CoffeeBoba tea,17.57,True
859,42,Cookie,28.75,True
860,42,Cup cake,28.77,True
861,42,Dumplings,27.17,True
862,42,Fried chicken,36.41,True
863,42,Pasta,26.41,True
864,42,PastrySmoothie,23.04,True
865,42,Pizza,26.85,True
866,42,Salad,39.39,True
867,42,Shawarma,32.3,True
868,42,Soup,22.05,True
869,42,Sushi,29.33,True
